step,energy,ewmean,ewvar,pmove
570,-45.167393,-44.25787,6.7720456,0.88
571,-44.34307,-44.266388,6.0954943,0.77
572,-44.64672,-44.30442,5.4989634,0.78999996
573,-45.354473,-44.409424,5.0483017,0.84
574,-41.163834,-44.084866,5.4915185,0.82
575,-43.132957,-43.989674,5.023918,0.81
576,-45.071674,-44.097874,4.6268916,0.81
577,-44.81398,-44.169483,4.2103553,0.81
578,-45.26095,-44.27863,3.8965364,0.81
579,-44.783657,-44.329132,3.5298374,0.84
580,-44.406315,-44.33685,3.1773899,0.79999995
581,-42.265682,-44.129734,3.2457266,0.84
582,-44.510006,-44.167763,2.9341683,0.79999995
